curvature_mean,curvature_std,curvature_min,curvature_max,curvature_median,curvature_skewness,curvature_kurtosis,curvature_q1,curvature_q3,curvature_range,tortuosity_mean,tortuosity_std,tortuosity_min,tortuosity_max,tortuosity_median,tortuosity_skewness,tortuosity_kurtosis,tortuosity_q1,tortuosity_q3,tortuosity_range,branch_count,branch_length_mean,branch_length_std,branch_density,branch_angle_mean,branch_angle_std,branch_junction_count,angle_0-12,angle_12-24,angle_24-36,angle_36-48,angle_48-60,angle_60-72,angle_72-84,angle_84-96,angle_96-108,angle_108-120,angle_120-132,angle_132-144,angle_144-156,angle_156-168,angle_168-180,vessel_volume,acute_angle_ratio,obtuse_angle_ratio,vessel_diameter_mean,vessel_diameter_std,vessel_length_mean,vessel_length_std,vessel_density,vessel_perimeter,vessel_surface_area,vessel_complexity,vessel_fractal_dimension,vessel_spatial_dispersion,vessel_branching_factor,vessel_curvature_energy,vessel_tortuosity_index,vessel_continuity,vessel_segment_length_mean,vessel_segment_length_std,vessel_branch_angle_min,vessel_branch_angle_max,vessel_cross_section_area,vessel_conductance,vessel_resistance,vessel_flow_velocity,response
2.925423594862575,6.551359954410372,3.1224793225710528,1.5584972781774824,4.636159509148872,2.179044354227587,6.439540626475409,5.331008366376832,5.610717343501954,3.8775008771386874,5.094334925756937,1.297188405929424,1.352203974364047,1.5901484069465028,2.820748443977651,2.017264211795739,1.6531325734957578,1.5905037245965872,2.59709980980504,2.9576281557478907,1.9489743623773252,1.1153504373414318,0.6491318957235328,5.751320948428205,5.943482571045295,7.043646569683771,4.822832762034956,4.573294117507922,10.450408263766578,4.807675544723035,3.2090001859238937,7.029371053254383,4.504846346855867,7.396920709188865,6.5781872836793305,0.19973126406607822,13.232493453066422,3.9155936078189515,12.712391203039829,5.60065934118414,3.246990722867424,7.258778532108884,79.44939513176118,0.650906221084739,0.8371186873072093,12.146206551885577,7.477086437905913,7.148171084342251,5.462618666861431,4.300578816982875,8.201999358154124,2.519074285563547,9.32545295665906,6.926281496583097,8.8838842981946,0.11474509448686737,5.131915453615869,5.236290212833819,3.1632077984233273,0.8128545700676824,4.138609075821078,5.5441862224605885,-0.462039625682963,15.734178393975512,5.752531111434198,3.4784998602389883,5.486849411338933,0.0
4.321407820750735,3.4438775150072547,1.1824987651999956,6.568530402121491,5.296318972456161,2.122928023823216,1.520551180457037,2.175350710295323,3.964602217779862,3.936345705850509,3.5359125210527402,1.59438890403799,1.3205233544297768,1.5465770190744237,1.5929614408838717,1.60836647092833,1.4145770151331851,1.2012028894254003,0.8653136002640481,0.9757167882172147,5.2023322347239915,2.3571860191732084,5.021054920619916,3.1076361794819576,2.539286214870663,4.349027403892137,2.5542203776106875,6.832548891226829,7.114480467115112,9.786089387771986,6.771990453677546,0.7193574258954766,8.725373990161506,6.838426331536078,6.063275133948598,2.7674404672250583,0.9366852213452912,7.8469817847463315,0.6909277514869097,5.561614833228562,5.069174196249987,9.262252125840522,68.99253451465536,0.65315305117443,0.6890203207899649,5.7405635760185625,3.8033891175307004,4.9861556082339575,5.2681468202260096,5.61048855305671,5.566802445816031,7.670438786431676,8.973779651906108,6.576579170163029,5.969997357176739,7.822092317278981,6.640215473482762,6.170246543433393,7.1162816019748085,9.000933071184415,3.3196555523590088,3.994400174771841,0.7012052351703497,6.340964053105643,5.823225616768884,2.6486024881567123,3.0149325509649016,1.0
5.005996869626612,1.8996605530359574,4.659829056279257,4.343533187181116,0.6002447415019132,2.1786551985042646,2.6011268878987095,2.967463579155211,6.220571728113135,5.228879677118363,3.005667172050204,0.16604300570860073,2.299793006529358,1.4200994232549924,3.497583340830089,2.015795176978149,0.9647878931380172,0.3592061593041745,0.5137195747300728,0.4880960069523873,0.34443151310637693,1.2072642230728108,-1.1758184320851126,4.394606004486848,6.3732840506371975,2.725685521421982,9.015049130683185,3.4717573916681626,0.983697223730283,8.828270312090845,-0.7925066600483203,2.783045711972968,8.803590189512612,7.5589546607935665,3.457427792146539,8.962431961573907,4.962681477327993,9.405596198583599,2.5127803065396157,7.027704567069697,16.570336705532547,8.268028401892161,83.94330706115583,0.20398975686551957,0.41131359142271795,-0.7039371399693881,4.6665682591340385,7.726940746711939,5.925823306659032,3.024895297166514,11.233761084795134,8.748420296133384,5.173438991854293,4.094036729197951,7.232070157707652,4.003400642569316,3.5744449398300757,6.057528653912335,8.081276433985497,0.39695511077101586,9.373843681366402,9.180111279516357,5.470916709699226,5.539647121507757,5.668162407034515,-0.111625901204162,5.579941171957017,0.0
4.251543575496248,2.9150294390829012,2.4315802753647247,1.9095817725685413,4.275620370898415,3.823961906017048,1.4114539981067133,5.682040945630235,2.958115825549558,3.2035213123141313,0.13825241786649206,1.7752315100427245,1.5844862448078618,1.5255292106052314,1.6073928185431476,1.8025444455585715,1.8270462713470912,0.6106363096412659,2.198157986973486,1.4072941285386784,3.205287828022597,2.347176040616513,6.119088196476316,4.05863084011397,6.059747004319868,2.7945649063117126,1.517936965028799,8.237082667863453,1.609061446789062,3.4225032697705053,1.7561636295601069,10.515950568725481,7.031085362774569,8.064826184169068,6.779966155715215,3.7588950913350794,7.461039134119788,6.99999910136513,7.388819311132561,3.478572510027558,4.267841879701274,3.882245808937723,110.98159169742249,0.8212839556829328,0.49921128929275305,6.057569817012266,4.518437708797963,0.22591231407954698,-1.8641632938501802,4.430527340729029,2.448192705841791,0.7675406070999544,5.983509519079964,7.885226087122123,6.094710561035273,6.136853769801495,5.174896114370364,9.094008812341405,6.660475169766606,6.346235083448114,0.36671408833160796,9.39599570267972,6.741849646165616,3.003382892398474,-0.0062914058647828425,9.249839265942192,6.36713994676246,1.0
-0.009056515819999639,4.33871374335157,2.788129068533552,1.1855140170111196,3.017116452361857,5.932563702547304,3.7147445935370484,1.7774563474322915,1.715053537631282,5.360089222235132,1.1356958334741387,1.184366104078504,2.0384578097558004,2.1072773556093005,1.1022652663217842,1.4169916956497517,1.7913062482684259,2.406938098915147,1.7397957662186876,0.6073928173318563,3.995098715024117,0.9224771040442701,4.465030564883884,4.582738989722304,1.8767378385746234,4.920545746077055,5.43898599180047,7.418231145100807,9.950782133232883,7.320507894946049,9.586067951959379,2.510094591868955,4.700041922430113,7.663520574692111,7.510000755872223,8.945762543211893,5.9244882636595,4.694471213549962,8.606597841121449,2.936829864524118,9.254163774103587,6.799032394131281,107.66209758764208,0.29878049176749,0.42608960024995257,2.102783766956472,4.721999082880447,6.259951864050514,12.828448215533978,3.77739709227356,1.7385628156827988,2.9564714593866444,1.7212260406315134,8.842443567153007,0.2695078153138552,6.738647436966358,3.8320237893343547,9.532421521164443,4.166123358125434,7.889671106744578,5.98152085220033,4.3919598919063585,7.496374020103412,5.642527669636091,10.557719965067243,6.088737827115381,6.530409575314487,1.0
2.36957978505529,4.047851092443784,2.0924317493834095,4.217515319905646,3.0162207661597136,3.253024358913992,0.15168238030798994,5.081327562305625,3.4969434890536184,3.3815140577374994,3.145911632955113,2.1620516855704075,1.206365952023325,2.8434804985675814,0.16031934947085366,2.4425323889189943,2.494162204146044,1.7295872177479743,1.48104139152651,2.5971425690875534,2.8707243915316916,3.6421040343382707,4.73325508478356,2.536139088141185,3.8891989741017183,6.3438362865277345,3.895040455406331,5.880754217919499,9.08642513954909,4.999007431598441,5.290048856589446,7.917472464171748,6.102535553034163,10.481333285001963,3.2342081630305075,4.173789119499886,9.05360263135526,6.7856752317595115,3.0935323112146005,7.6218189293878735,8.07322366618731,4.146323885213749,73.1088946630784,0.603794733631496,0.4220751588108749,2.938258184442822,9.377155490954,5.469340377607927,2.7511778066558663,6.804811730412873,5.468071275114383,7.59619802473337,6.050912394202085,9.264845065117946,-2.023174341970283,5.967681088270643,2.429146189583164,6.8357402325483685,2.9751340882113597,5.017959900524101,2.0709675860533943,4.578611462769748,4.780516842018752,7.892536859141041,4.384522487123591,5.496047323959916,6.063758803215718,1.0
2.054987454275189,3.076323860790885,1.9079555119650193,3.6165200832107005,4.232931791792736,1.5220952815527755,3.1250086615340833,4.216590468030491,1.3095577534605087,5.093815174338001,1.4826455039773372,1.5471379745123912,-0.004890038769122973,1.208455827898909,3.156467578420161,0.26485408342466166,0.0596308948660334,1.9481162428285348,3.2001215829107355,1.7145858654594432,0.7113855640017427,5.022989230201779,2.9403512456707226,2.0827845579691546,2.9181011964607917,1.4753374801692711,5.685274471999176,5.9287860296421755,6.493808887012076,7.28254017138415,8.129545902252596,6.5359916932267845,5.479856385567706,7.892073188051945,5.916803686674602,5.867237615488635,2.209127406760379,3.822961120463414,5.855851959181907,2.27065641122099,6.971229410589364,4.820660769151795,136.86306789896042,0.9812422937894746,-0.14990375313062554,4.618961702975152,10.594150651116125,1.598758673821644,3.8215876631301198,1.6666109273811096,7.3139724126468595,8.17111106412768,7.504195107679908,0.8585441636015836,5.609535769952132,12.088563913896516,6.655813277678201,1.9012978922402666,4.532655584207136,3.253614087043121,5.543428047646095,6.9993292733519,7.690705766957296,2.8465167873384325,6.036943865862064,5.880989047831883,6.434154176913602,1.0
-1.3344450713576164,1.612189455414762,5.903551366158765,-0.41323033622035776,4.80486967576046,3.8999604370951877,-0.13417769863285756,5.146694092316125,5.327299153552211,2.2198073509994742,0.9029657471073427,2.658826564582067,-0.13357956762429116,-0.4066770644047498,2.136518550050976,1.7018579655853567,2.5954322192553834,2.335570560663517,2.4382393391517354,2.2590731639266006,3.6059791685086893,2.8689366229911064,5.798378964950833,3.8812735689635844,0.44008829377480846,1.7986498557094066,3.2918634393239015,4.759540015526162,5.203594762162438,2.594116375875684,10.547535328018801,2.8623614600081613,6.000819601018189,-3.2831723689794274,9.671342483576437,8.039558043001646,6.846994832890318,2.5426998922611204,11.196983492794073,8.003628977578263,12.962745188309004,6.095369107393669,141.82442099151828,0.4003081596451681,0.2006628871880663,5.980384765466227,11.034962314163995,2.680626315611924,4.252455880485909,5.534679796038009,-2.5503080805973846,6.758510542209396,4.548439040271704,7.004258434857555,8.674384945070472,11.037295473331538,6.4275678924882955,12.038089136556765,8.197482133602522,5.017325200579934,10.885838990668557,9.934381488249045,5.545995316852652,10.60844965858415,7.501690769084026,8.747409431073134,6.5511173702058025,0.0
2.10157660390005,3.2294121875636423,1.9073930127511616,3.1173146837764207,3.657954590338681,2.792455533835949,4.178181079015614,2.7035027514019507,3.621392155987825,3.689954808561167,1.9531629687996843,1.207225459276162,2.3908866071827664,1.1038442372226756,1.2977863265758953,1.2077381602249153,2.0356891747435193,2.6643206071519696,0.2732745529805073,1.4024066120376932,-0.39102304752016265,0.9045520677905282,5.901420395139484,2.9667289908119514,2.2276574857651386,4.386503860064869,1.4717151887692794,8.555546160898173,2.521581902774184,7.444806205898327,2.4865625294397833,6.562520647974982,9.224747160483101,8.664503311498487,2.298713203663237,4.555568084719548,7.195392735051193,7.1184409684818055,4.185603507877002,7.606728057068729,6.726333518174429,3.5665152760192935,73.16547805736735,0.49627657915736656,0.7147788624764195,11.098483753409745,4.718188838128365,3.01236544732378,4.351116915424413,2.730520634053502,3.399189402165797,8.422760421668551,4.665595691107882,10.003635913877035,11.159335417472033,8.532176456609978,9.457620666859011,11.593142271877792,2.470547553395252,5.202532683946132,2.657233730274969,8.968561482887388,7.616757499063331,12.073719266088881,5.217949783296693,4.368483072802384,8.62099654756066,1.0
2.691970643447951,0.9317295101497299,5.193908094900349,4.455471502107124,3.3073625401534428,3.5669000646313695,1.1160942201971376,5.822967851344683,1.338295233127827,4.084576504275115,2.6622337279761856,3.119532620437595,1.898603264682223,2.889740141532411,2.441308919826318,-0.5909587760659257,2.235102625319369,1.519997621312972,2.929238939928262,2.883559805483176,7.2034857002685095,5.939571734941157,6.587608576820449,3.4425541123396965,0.24754418999073263,1.349989948492938,3.6974220806693756,5.709145886948262,7.6199220863961035,3.7723922877540548,5.570847926266704,-3.7141197138784676,9.855564970245966,-1.7119954533577821,4.5170729264885905,5.791167307782363,4.768578630149019,6.183293040004621,8.16483480608171,0.8470621404623708,5.104249688284191,8.909896284481377,20.320427794154828,0.6299832244778383,0.6086603636504637,8.621905777811024,-0.7429862826391705,3.4206398370832414,2.2887592059656736,6.15596548230117,0.7980370028042988,9.917897622531315,12.929885402597368,9.942182753278567,11.991217998672445,3.7258820193760753,2.270485913267921,2.0763847343791424,4.06995406675301,4.762898784242445,10.835283580136181,1.6392710969379207,10.343534420618765,9.147797607489577,-0.0768481431539096,3.730753139084129,4.185938384572331,0.0
